2019-10-14 22:50:09,502 WARN  [main] util.NativeCodeLoader (NativeCodeLoader.java:<clinit>(60)) - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
"CCZ","Chub Cay Airport","Chub Cay","The Bahamas",,,
"CD1","Kamina","Katanga","Congo (Kinshasa)",,,
"CD2","Dungu","Orientale","Congo (Kinshasa)",,,
"CDB","Cold Bay Airport","Cold Bay","AK",,,
"CDC","Cedar City Regional","Cedar City","UT",,,
"CDF","Cortina","Cortina","Italy",,,
"CDG","Paris Charles de Gaulle","Paris","France",,,
"CDH","Harrell Field","Camden","AR",,,
"CDJ","Conceicao Do Araguaia Airport","Conceicao Do Araguaia","Brazil",,,
"CDL","Candle 2","Candle","AK",,,
"CDN","Woodward Field","Camden","SC",,,
"CDR","Chadron Municipal","Chadron","NE",,,
"CDV","Merle K Mudhole Smith","Cordova","AK",,,
