"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes"
"J6","Larrys Flying Service"
"J7","Valujet Airlines Inc."
"JAG","JetAlliance Flugbetriebs d/b/a JAF Airservice"
"JAM","Sunbelt Airlines Inc."
"JAQ","Jamaica Air Freighters"
"JB","Helijet International Inc."
"JCM","Air Chico"
"JCQ","Jet Connection Businessflight Ag"
"JCZ","Rocky Mountain Airways Inc."
"JD","Beijing Capital Airlines"
"JD (1)","Japan Air System Co. Ltd."
"JER","Jer-Don Air"
"JF","L.A.B. Flying Service Inc."
"JI","Jade Cargo International"
"JI (1)","Midway Airlines Inc."
"JIQ","Jet Fleet Intl. Airlines"
"JJ","Transportes Aeros Meridiona"
"JK","Spanair S.A."
"JK (1)","Sunworld International Airways Inc."
"JKQ","Express One International Inc."
"JL","Japan Air Lines Co. Ltd."
"JM","Air Jamaica Limited"
"JMA","Jim Air Inc."
"JN","Excel Airways"
"JO","Jalways Co. Ltd."
"JQ","Jetstar Airways Pty Limited"
"JR","Aero California"
"JTA","Jetaire Airlines Inc."
"JU","Air Serbia"
"JU (1)","Yugoslav Airlines"
"JW","Arrow Air Inc."
"JX","Southeast Airlines"
"JX (1)","Jes Air Ltd."
"JXQ","Allarco Developments Ltd."
"JZ","Japan Air Charter Co. Ltd."
"K2","Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service"
"K3","Venture Travel LLC d/b/a Taquan Air Service"
"K5","Seaport Airlines, Inc."
"K7","Arizona Express"
"K8","Dutch Caribbean Airlines"
"KA","Hong Kong Dragonair"
"KAH","Kenmore Air Harbor"
"KAI","Knight Airlines Inc."
"KAQ","Kalitta Air LLC"
"KAT","Katmai Air"
"KB","Haiti Air"
"KD","Western Global"
"KE","Korean Air Lines Co. Ltd."
"KEA","Keene Airways"
"KEE","Key Airlines"
"KET","Ketchikan Air Service"
"KFQ","Skyfirst Limited"
"KFS","King Flying Service"
"KH","Aloha Air Cargo"
"KI","Time Air Ltd."
"KIN","Golden Pacific Airlines"
"KKQ","Transmeridian Air Cargo Ltd."
"KL","Klm Royal Dutch Airlines"
"KLQ","Kalitta Charters II"
"KM","Air Malta"
"KN","Morris Air Corporation"
"KO","Alaska Central Express"
"KOD","Kodiak Airways Inc."
"KP","Kiwi International"
"KQ","Kenya Airways PLC"
"KR","Kitty Hawk Aircargo"
"KR (1)","Kar-Air Oy"
"KS","Peninsula Airways Inc."
"KTQ","Turks Air Ltd."
"KU","Kuwait Airways Corp."
"KV","Sky Regional Airlines Inc."
"KW","Carnival Air Lines Inc."
"KWQ","Kelowna Flightcraft Air Cha"
"KWZ","Crown Air"
"KX","Cayman Airways Limited"
"KXZ","Chaparral Airlines Inc."
"KZ","Nippon Cargo Airlines"
"L2","Lynden Air Cargo Airlines"
"L3","Lynx Aviation d/b/a Frontier Airlines"
"L7","Lan Colombia"
"LA","Lan-Chile Airlines"
"LAA","La Skycab Airline"
"LAH","La Helicopter"
"LAN","Lancer Aviation Inc."
"LAP","Lapsa"
"LAR","Laredo Air"
"LAS","Lake Union Air Service"
"LAW","Lawrence Aviation"
"LB","Lloyd Aereo Boliviano S. A."
"LBQ","Millon Air Inc."
"LC","Varig Logistica S/A"
"LC (1)","Lineas Aereas Del Caribe"
"LC (2)","Legend Airlines"
"LCQ","Latcr"
"LCT","Lake Coastal"
"LDM","Laudamotion GmbH"
"LDQ","Laudamotion Executive"
"LEQ","Le Point Air"
"LEX","L'Express"
"LF","CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle"
"LF (1)","Jettrain Airlines"
"LG","Luxair"
"LGQ","Lineas Aereas Allegro"
"LH","Lufthansa German Airlines"
"LHA","Havasu Airlines"
"LIQ","Liat (1974) Limited"
"LJ","Jin Air Co Ltd."
"LKN","Loken Aviation"
"LLA","Lakeland Aviation"
"LNQ","Aerolineas Latinas"
"LO","Polskie Linie Lotnicze"
"LOQ","Lorair Ltd."
"LOS","Aero Commuter"
"LP","Lan Peru Airlines"
"LP (1)","The Hawaii Express Inc."
"LR","Lacsa"
"LRQ","Air Liberte"
"LS","Jet2.com"
"LSQ","Lineas Aereas Suramerican"
"LSZ","Alaska Island Air Inc."
"LT","Luftransport-Unternehmen"
"LU","Air Atlantic Dominicana"
"LUQ","Lineas Aereas La-Tur Sa"
"LV","OPENSKIES SAS"
"LVA","Las Vegas Airlines"
"LW","Pacific Wings Airlines"
"LX","Swiss International Airlines"
"LXQ","Luxaviation Germany GmbH"
"LXQ (1)","Translux Intl Airlines"
"LY","El Al Israel Airlines Ltd."
"LZ","Balkan Bulgarian Airlines"
"LZQ","Leisure International Airways Ltd."
"M3","ABSA-Aerolinhas Brasileiras"
"M6","Amerijet International"
"M7","Aerotransportes Mas De Crga"
"MA","Malev Hungarian Airlines"
"MAA","Maui Airlines"
"MAC","Mackey International Inc."
"MAE","Mid-Atlantic Exp. Airlines"
"MAG","Magum Airlines"
"MAI","The Maui Commuter"
"MAQ","Millardair Limited"
"MAR","Marshall's Air Inc."
"MAV","Maverick Airways"
"MAX","Maxair Inc."
"MB","Samoa Airlines Inc."
"MC","Transtar Airlines Corp."
"MCO","Mid Continental Airlines In"
"MDC","Midcontinent Airlines"
"MDU","Metro Airlines"
"ME","Middle East Airlines S.A.L."
"MEA","Manhattan Express"
"MET","Metroplex Airlines"
"MEX","Metro Express 11"
"MF","Xiamen Airlines Co., Ltd."
"MG","Champion Air"
"MGQ","Montana Austria Flugetrieb"
"MH","Malaysian Airline System"
"MHK","Mohawk Airlines"
"MHO","Mahalo Air"
"MIN","Minuteman Aviation Inc."
"MIS","Midstate Airlines Inc."
"MIY","Midway Aviation Inc."
"MJ","Lapa-Lineas Aereas Privadas"
"MKQ","Airmark Corporation"
"ML","Aero Costa Rica"
"ML (1)","Midway Airlines Inc. (1)"
"MLL","Miller Air Transportersinc"
"MLX","Merlin Express"
"MM","Euro Atlantic Airways"
"MM (1)","Sociedad Aeronautica De Med"
"MMH","Ocean Airways Inc."
"MNA","M & N Aviation"
"MNZ","Cumberland Airlines"
"MOQ","Morningstar Air Express"
"MP","Martinair Holland N.V."
"MPA","Mid Pacific Airlines Inc."
"MPC","Mid Pacific Air Corp."
"MQ","Envoy Air"
"MRC","Marco Island Airways Inc."
"MRR","Merrimack Aviation Inc."
"MS","Egyptair"
"MST","Midwest Aviation"
"MT","Thomas Cook Airlines Uk Ltd."
"MT (1)","Flying Colours Airlines Ltd."
"MTA","Arkansas Traveler Airline"
"MTR","Metroflight Airlines"
"MTV","Mst Aviation"
"MTX","Mountain Air Express"
"MU","China Eastern Airlines"
"MU (1)","Mcclain Airlines Inc."
"MUA","Manu'a Air Transport"
"MUQ","Aerolineas Mundo"
"MVA","Mississippi Valley Airlines"
"MW","Mokulele Flight Services, Inc."
"MWA","Mountain West Airlines"
"MX","Compania Mexicana De Aviaci"
"MY","MAXjet"
"MYQ","Lineas Aereas Mayas (Lamsa)"
